域名	解析IP	开放端口	WEB服务器	网站状态
mq.tencent.com	183.232.98.150	80	Apache/2.4.3 (Unix) PHP/5.4.6	80:(403) 已禁止
ldap.tencent.com	10.14.0.131,10.14.0.130	-	端口未开放	端口未开放
pr.tencent.com	0.0.0.1	-	端口未开放	端口未开放
retail.tencent.com	0.0.0.1	-	端口未开放	端口未开放
sa.tencent.com	0.0.0.1	-	端口未开放	端口未开放
mail2.tencent.com	163.177.67.195	-	端口未开放	端口未开放
ra.tencent.com	0.0.0.1	-	端口未开放	端口未开放
se.tencent.com	0.0.0.1	-	端口未开放	端口未开放
sc.tencent.com	0.0.0.1	-	端口未开放	端口未开放
source.tencent.com	0.0.0.1	-	端口未开放	端口未开放
mid.tencent.com	183.3.240.33	-	端口未开放	端口未开放
staff.tencent.com	0.0.0.1	-	端口未开放	端口未开放
supplier.tencent.com	163.177.71.197	80,443	-	80:(500) 内部服务器错误
110.tencent.com	111.161.64.31,111.161.64.30	80,443	nginx	80:正常访问
pptp.tencent.com	10.14.36.200	-	端口未开放	端口未开放
m4.tencent.com	58.251.80.167	80,443	nginx/1.4.7	80:(403) 已禁止
m2.tencent.com	58.251.80.167	80,443	nginx/1.4.7	80:(403) 已禁止
sz.tencent.com	111.161.107.158,111.161.107.152,111.161.107.159,111.161.107.184,111.161.107.186,111.161.107.187,125.39.45.56,125.39.45.57,125.39.45.58,125.39.45.59,125.39.45.60,125.39.45.64,125.39.45.65,125.39.45.69,111.161.107.149,111.161.107.150	-	端口未开放	端口未开放
t1.tencent.com	0.0.0.1	-	端口未开放	端口未开放
tp.tencent.com	0.0.0.1	-	端口未开放	端口未开放
vc.tencent.com	14.17.34.113	80,443	Apache/2.4.3 (Unix) PHP/5.4.6 OpenSSL/1.0.0g	80:正常访问
voice.tencent.com	0.0.0.1	-	端口未开放	端口未开放
vpn.tencent.com	0.0.0.1	-	端口未开放	端口未开放
wireless.tencent.com	0.0.0.1	-	端口未开放	端口未开放
m3.tencent.com	123.151.155.109	-	端口未开放	端口未开放
top.tencent.com	0.0.0.1	-	端口未开放	端口未开放
index.tencent.com	163.177.71.198	80,443	nginx/1.5.7	80:正常访问
change.tencent.com	163.177.71.182	80,443	nginx	80:正常访问
cloud.tencent.com	139.199.215.179,139.199.215.180	80,443	获取失败	80:-
one.tencent.com	0.0.0.1	-	端口未开放	端口未开放
fanyi.tencent.com	0.0.0.1	-	端口未开放	端口未开放
mind.tencent.com	0.0.0.1	-	端口未开放	端口未开放
gif.tencent.com	175.155.120.111	80,443	nginx/1.8.0	80:正常访问
time.tencent.com	139.199.215.251	-	端口未开放	端口未开放
tm.tencent.com	123.151.78.52,123.151.78.37,123.151.78.38,123.151.78.39,123.151.78.40,123.151.78.41,123.151.78.42,123.151.78.43,123.151.78.44,123.151.78.45,123.151.78.46,123.151.78.47,123.151.78.48,123.151.78.49,123.151.78.50,123.151.78.51	-	端口未开放	端口未开放
scan.tencent.com	140.207.135.107	80,443	Apache	80:正常访问
sign.tencent.com	223.167.104.44,163.177.71.142	80,443	nginx	80:正常访问
opportunity.tencent.com	183.232.93.167	80,443	nginx/1.10.2	80:正常访问
fit.tencent.com	0.0.0.1	-	端口未开放	端口未开放
agency.tencent.com	183.232.95.57	80,443	Apache	80:正常访问
