域名	解析IP	开放端口	WEB服务器	网站状态
hpe.chinahr.com	115.159.231.213	80,443	获取失败	80:-
moen.chinahr.com	115.159.231.213	80,443	获取失败	80:-
cnpe.chinahr.com	115.159.231.213	80,443	获取失败	80:-
webapp.chinahr.com	115.159.231.213	80,443	获取失败	80:-
icbczj.campus.chinahr.com	115.159.231.213	80,443	获取失败	80:-
58.chinahr.com	115.159.231.213	80,443	获取失败	80:-
hp.campus.chinahr.com	115.159.231.213	80,443	获取失败	80:-
pvh.chinahr.com	115.159.231.213	80,443	获取失败	80:-
njust.campus.chinahr.com	115.159.231.213	80,443	获取失败	80:-
h3c.campus.chinahr.com	115.159.231.213	80,443	获取失败	80:-
gmmc.chinahr.com	115.159.231.213	80,443	获取失败	80:-
myyh.chinahr.com	115.159.231.213	80,443	获取失败	80:-
cdht.chinahr.com	115.159.231.213	80,443	获取失败	80:-
jtzf.chinahr.com	115.159.231.213	80,443	获取失败	80:-
