域名	解析IP	开放端口	WEB服务器	网站状态
freevpn.cmcm.com	52.85.158.79,52.85.158.202,52.85.158.189,52.85.158.243	80,443	AmazonS3	80:正常访问
hkvpn.cmcm.com	103.69.155.95	-	端口未开放	端口未开放
jifen.cmcm.com	139.199.233.180	80,443	nginx/1.10.2	80:正常访问
jira.cmcm.com	114.242.208.139	80,443	获取失败	80:-
launcher.cmcm.com	35.162.191.85,35.162.158.230	80	nginx	80:正常访问
maven.cmcm.com	54.68.75.196	-	端口未开放	端口未开放
query.cmcm.com	118.89.35.31	80	kws	80:(403) 已禁止
ting.cmcm.com	222.186.137.239,222.186.137.240,222.184.96.9,222.184.96.3,222.184.96.4,222.184.96.15,222.184.96.6,222.184.96.13,222.184.96.10,222.186.137.232	80,443	CMWS/1.0	80:正常访问
tianma.cmcm.com	221.228.204.84	-	端口未开放	端口未开放
ucenter.cmcm.com	52.71.131.10,34.202.92.187	80,443	Tengine	80:正常访问
vpnus.cmcm.com	69.12.160.82	-	端口未开放	端口未开放
zhibo.cmcm.com	114.242.208.140	-	端口未开放	端口未开放
rt.cmcm.com	114.112.93.21	-	端口未开放	端口未开放
amp.cmcm.com	52.77.96.208,52.221.6.160	80,443	Tengine	80:正常访问
cmp.cmcm.com	120.92.75.82	80	CMWS/1.0	80:尝试自动重定向的次数太多
edm.cmcm.com	8.33.184.254,67.134.222.254,63.149.195.18	80,443	Apache	80:正常访问
mpc.cmcm.com	34.202.81.99,34.204.208.235,34.202.169.48,34.202.247.40,34.225.94.62,34.203.183.13,34.206.154.141,34.224.36.137	80,443	Cowboy	80:(404) 未找到
nwc.cmcm.com	118.89.31.51	80	nginx	80:正常访问
peg.cmcm.com	52.74.73.176,13.228.1.172	80,443	Apache-Coyote/1.1	80:正常访问
smp.cmcm.com	52.74.117.82,52.221.159.124	80,443	nginx/1.12.2	80:正常访问
soc.cmcm.com	10.60.82.233	-	端口未开放	端口未开放
stf.cmcm.com	10.60.114.29	-	端口未开放	端口未开放
ufo.cmcm.com	13.250.75.163,52.220.234.251	443	Apache	443:正常访问
ydz.cmcm.com	140.143.50.59	80,443	-	80:(404) 未找到
ysd.cmcm.com	140.143.218.142	443	-	443:(404) 未找到
cmlp.cmcm.com	62.234.205.149	80	openresty	80:正常访问
cmbi.cmcm.com	140.143.115.86	80	kws	80:(403) 已禁止
dbsu.cmcm.com	111.230.160.42	80	nginx	80:(404) 未找到
eyec.cmcm.com	54.244.49.229	-	端口未开放	端口未开放
habo.cmcm.com	120.92.75.222	80,443	CLOUD ELB 1.0.0	80:正常访问
puss.cmcm.com	119.29.47.148	80	-	80:(404) 未找到
qabi.cmcm.com	10.60.100.171	-	端口未开放	端口未开放
uxfx.cmcm.com	62.234.205.149	80	openresty	80:正常访问
uxwx.cmcm.com	150.109.0.246	80,443	获取失败	80:-
vpnc.cmcm.com	114.242.208.139	80,443	获取失败	80:-
vurl.cmcm.com	114.112.93.21	-	端口未开放	端口未开放
wxtz.cmcm.com	114.242.208.142	80,443	Tengine	80:正常访问
xbsh.cmcm.com	10.60.80.50	-	端口未开放	端口未开放
yooe.cmcm.com	10.60.80.136	-	端口未开放	端口未开放
zmjj.cmcm.com	52.80.22.80	80,443	-	80:(503) 服务器不可用
