域名	解析IP	开放端口	WEB服务器	网站状态
legou.lenovo.com.cn	60.205.234.210	80,443		80:正常访问
oauth2.lenovo.com.cn	39.106.232.208	-	端口未开放	端口未开放
openvpn.bjbgp.lenovo.com.cn	49.2.123.56	-	端口未开放	端口未开放
plugin.lenovo.com.cn	43.255.225.247	80,443		80:正常访问
qiang.lenovo.com.cn	58.220.70.6	80,443	wswaf/2.8.0-10.el6	80:(404) 未找到
scrm.lenovo.com.cn	59.110.145.113	80	nginx	80:正常访问
sentry.lenovo.com.cn	43.255.224.224	-	端口未开放	端口未开放
sg.ad.lenovo.com.cn	39.106.247.28	-	端口未开放	端口未开放
svip.lenovo.com.cn	59.110.148.212	80,443		80:正常访问
ting.lenovo.com.cn	124.127.169.194,114.247.140.194	80,443	Tengine	80:正常访问
vmall.lenovo.com.cn	157.185.177.129	80	Cdn Cache Server V2.0	80:(503) 服务器不可用
wuliu.lenovo.com.cn	43.255.225.247	80,443		80:正常访问
xiaoxi.lenovo.com.cn	113.207.42.36,113.207.42.37,113.207.42.43,113.207.42.41,113.207.42.38,113.207.42.42,113.207.42.39,113.207.42.40	80,443	Tengine	80:(403) 已禁止
wo.lenovo.com.cn	59.110.148.212	80,443		80:正常访问
gk.lenovo.com.cn	184.51.15.78,184.51.15.87	80,443	Microsoft-IIS/6.0	80:(403) 已禁止
adx.lenovo.com.cn	60.205.236.78	80,443		80:正常访问
aio.lenovo.com.cn	47.91.203.113	80,443	nginx	80:正常访问
ats.lenovo.com.cn	192.168.0.1	-	端口未开放	端口未开放
bss.lenovo.com.cn	47.95.65.78	443	-	443:(404) 未找到
ui.lenovo.com.cn	123.57.227.207,123.57.205.155	80	nginx/1.7.6	80:正常访问
clk.lenovo.com.cn	182.92.244.228	80,443		80:正常访问
cui.lenovo.com.cn	39.107.146.170	443	获取失败	443:-
dcg.lenovo.com.cn	80.231.126.186,80.231.126.236,80.231.126.181,80.231.126.182,80.231.126.183,80.231.126.184,80.231.126.185	80,443	Tengine	80:正常访问
dsp.lenovo.com.cn	182.92.244.228	80,443		80:正常访问
epg.lenovo.com.cn	47.95.65.78	443		443:正常访问
eic.lenovo.com.cn	114.247.140.189,124.127.169.189	80	Apache/2.2.15 (CentOS)	80:正常访问
ezg.lenovo.com.cn	60.205.82.22	80,443		80:正常访问
dpp.lenovo.com.cn	124.127.169.52,114.247.140.52	443	Apache-Coyote/1.1	443:(500) 内部服务器错误
hci.lenovo.com.cn	47.91.203.113	80,443	nginx	80:正常访问
iot.lenovo.com.cn	59.110.148.212	80,443		80:正常访问
ire.lenovo.com.cn	101.201.170.156	80,443	-	80:(404) 未找到
jzh.lenovo.com.cn	39.106.201.95	80	nginx	80:(403) 已禁止
lav.lenovo.com.cn	124.238.232.248	80,443	Tengine	80:(403) 已禁止
ldc.lenovo.com.cn	60.205.234.210	80,443		80:正常访问
kan.lenovo.com.cn	42.121.0.106	-	端口未开放	端口未开放
lex.lenovo.com.cn	59.110.95.239	80		80:正常访问
