域名	解析IP	开放端口	WEB服务器	网站状态
bigdata.xiaomi.com	183.84.6.9	80,443	获取失败	80:-
corp2.xiaomi.com	59.108.40.195	-	端口未开放	端口未开放
d.n.xiaomi.com	10.39.1.71	-	端口未开放	端口未开放
hybrid.xiaomi.com	183.84.5.216,58.83.177.222	80,443	MiWebServer/2.0.1	80:(404) 未找到
login.game.xiaomi.com	58.83.160.116	80,443	Tengine	80:正常访问
meng.xiaomi.com	42.62.94.245	80,443	获取失败	80:-
memcache.a.xiaomi.com	42.62.94.97	-	端口未开放	端口未开放
miup.xiaomi.com	10.237.2.165	-	端口未开放	端口未开放
redmine.xiaomi.com	10.237.37.22	-	端口未开放	端口未开放
shenghuo.xiaomi.com	183.84.6.11	80,443	-	80:(404) 未找到
so.bbs.xiaomi.com	0.0.0.1	-	端口未开放	端口未开放
t.app.xiaomi.com	124.251.58.147	80,443	-	80:(404) 未找到
themes.xiaomi.com	47.74.171.43	80,443	-	80:(500) 内部服务器错误
test.a.xiaomi.com	42.62.94.97	-	端口未开放	端口未开放
dav.xiaomi.com	120.92.99.7	80,443	获取失败	80:-
iss.xiaomi.com	111.206.200.39	80,443	nginx/1.4.4	80:正常访问
ssp.xiaomi.com	183.84.5.152,58.83.177.210	80,443		80:正常访问
sip.xiaomi.com	42.159.34.46	443	RTC/7.0	443:(404) 未找到
be8.xiaomi.com	10.237.2.125	-	端口未开放	端口未开放
un8.xiaomi.com	10.237.2.125	-	端口未开放	端口未开放
mier.xiaomi.com	58.83.160.153,58.83.160.154,58.83.160.155,58.83.160.156	80,443	获取失败	80:-
wms8.xiaomi.com	10.237.2.125	-	端口未开放	端口未开放
huosai.xiaomi.com	58.83.160.156,58.83.160.153,58.83.160.154,58.83.160.155	80	获取失败	80:-
kefu.xiaomi.com	42.62.94.120	80,443	获取失败	80:-
hezi.xiaomi.com	58.83.160.154,58.83.160.155,58.83.160.156,58.83.160.153	80,443	获取失败	80:-
10.xiaomi.com	58.83.160.154,58.83.160.155,58.83.160.156,58.83.160.153	80	获取失败	80:-
fuwu.xiaomi.com	58.83.160.156,58.83.160.153,58.83.160.154,58.83.160.155	80,443	获取失败	80:-
xiazai.xiaomi.com	58.83.160.154,58.83.160.155,58.83.160.156,58.83.160.153	80,443	获取失败	80:-
www.xiaomi.com	58.83.160.156,58.83.160.153,58.83.160.154,58.83.160.155	80,443	获取失败	80:-
userid.xiaomi.com	58.83.160.154,58.83.160.155,58.83.160.156,58.83.160.153	80,443	获取失败	80:-
tw.xiaomi.com	54.255.129.187,13.250.88.132	80,443	获取失败	80:-
service.order.xiaomi.com	58.83.160.159	80,443	获取失败	80:-
m.xiaomi.com	58.83.160.153,58.83.160.154,58.83.160.155,58.83.160.156	80,443	获取失败	80:-
dms.xiaomi.com	203.100.92.69	80,443	获取失败	80:-
product.xiaomi.com	203.100.93.109,203.100.93.110	80,443	获取失败	80:-
xms.be.xiaomi.com	47.74.175.228	80,443	获取失败	80:-
